Date,Product_ID,Product_Name,Category,Units_Sold,Unit_Price,Revenue,Discount_Applied,Net_Revenue,Location,Sales_Channel,Promotion_Flag,Promotion_Type,Festival_Flag,Stockout_Flag,Restocked_Units,Spoilage_Units,Day_of_Week,Week_Number,Month,Temperature,Festival_Name
2024-06-17,LASSI200ML,Sweet Lassi 200ml,Beverage,357,20,7140,10%,6426.0,Surat,Retail,1,Discount,0,1,383,3,Monday,25,June,33.9,
2024-06-17,FLAVMILK200,Flavored Milk 200ml,Beverage,302,30,9060,0%,9060.0,Ahmedabad,Retail,0,None,0,0,386,8,Monday,25,June,33.9,
2024-06-17,ICECREAM500,Ice Cream 500ml,Dessert,307,80,24560,5%,23332.0,Rajkot,Retail,1,Discount,0,0,227,7,Monday,25,June,33.9,
2024-06-17,BUTTER250G,Salted Butter 250g,Butter,302,120,36240,5%,34428.0,Surat,Distributor,1,Discount,0,0,360,3,Monday,25,June,33.9,
2024-06-17,SHRIKHAND250,Shrikhand 250g,Dessert,298,60,17880,10%,16092.0,Ahmedabad,Online,1,Discount,0,0,324,8,Monday,25,June,33.9,
2024-06-18,MILK500ML,Toned Milk 500ml,Milk,328,25,8200,10%,7380.0,Ahmedabad,Distributor,1,Discount,0,1,290,5,Tuesday,25,June,32.7,
2024-06-18,CURD200G,Fresh Curd 200g,Curd,246,20,4920,0%,4920.0,Surat,Retail,0,None,0,0,301,8,Tuesday,25,June,32.7,
2024-06-18,GHEE1L,Desi Ghee 1L,Ghee,262,450,117900,0%,117900.0,Vadodara,Distributor,0,None,0,0,236,0,Tuesday,25,June,32.7,
2024-06-18,PANEER250G,Paneer 250g,Paneer,222,90,19980,10%,17982.0,Surat,Online,1,Discount,0,0,206,7,Tuesday,25,June,32.7,
2024-06-18,CHOC100G,Milk Chocolate 100g,Chocolate,231,40,9240,5%,8778.0,Surat,Retail,1,Discount,0,0,319,8,Tuesday,25,June,32.7,
2024-06-18,LASSI200ML,Sweet Lassi 200ml,Beverage,274,20,5480,0%,5480.0,Surat,Online,0,None,0,0,294,6,Tuesday,25,June,32.7,
2024-06-18,FLAVMILK200,Flavored Milk 200ml,Beverage,316,30,9480,0%,9480.0,Rajkot,Online,0,None,0,1,214,3,Tuesday,25,June,32.7,
2024-06-18,ICECREAM500,Ice Cream 500ml,Dessert,376,80,30080,0%,30080.0,Rajkot,Retail,0,None,0,0,364,2,Tuesday,25,June,32.7,
2024-06-18,BUTTER250G,Salted Butter 250g,Butter,268,120,32160,0%,32160.0,Rajkot,Retail,0,None,0,0,373,8,Tuesday,25,June,32.7,
2024-06-18,SHRIKHAND250,Shrikhand 250g,Dessert,322,60,19320,5%,18354.0,Ahmedabad,Distributor,1,Discount,0,0,350,2,Tuesday,25,June,32.7,
2024-06-19,MILK500ML,Toned Milk 500ml,Milk,297,25,7425,10%,6682.5,Ahmedabad,Distributor,1,Discount,0,0,355,7,Wednesday,25,June,36.9,
2024-06-19,CURD200G,Fresh Curd 200g,Curd,295,20,5900,0%,5900.0,Surat,Distributor,0,None,0,0,204,7,Wednesday,25,June,36.9,
2024-06-19,GHEE1L,Desi Ghee 1L,Ghee,297,450,133650,0%,133650.0,Surat,Online,0,None,0,0,349,5,Wednesday,25,June,36.9,
2024-06-19,PANEER250G,Paneer 250g,Paneer,207,90,18630,10%,16767.0,Surat,Distributor,1,Discount,0,0,265,0,Wednesday,25,June,36.9,
2024-06-19,CHOC100G,Milk Chocolate 100g,Chocolate,233,40,9320,5%,8854.0,Vadodara,Retail,1,Discount,0,0,346,8,Wednesday,25,June,36.9,
2024-06-19,LASSI200ML,Sweet Lassi 200ml,Beverage,329,20,6580,0%,6580.0,Ahmedabad,Distributor,0,None,0,1,368,3,Wednesday,25,June,36.9,
2024-06-19,FLAVMILK200,Flavored Milk 200ml,Beverage,353,30,10590,10%,9531.0,Vadodara,Retail,1,Discount,0,1,396,8,Wednesday,25,June,36.9,
2024-06-19,ICECREAM500,Ice Cream 500ml,Dessert,335,80,26800,5%,25460.0,Vadodara,Distributor,1,Discount,0,0,309,0,Wednesday,25,June,36.9,
2024-06-19,BUTTER250G,Salted Butter 250g,Butter,288,120,34560,0%,34560.0,Rajkot,Distributor,0,None,0,0,206,3,Wednesday,25,June,36.9,
2024-06-19,SHRIKHAND250,Shrikhand 250g,Dessert,388,60,23280,0%,23280.0,Rajkot,Distributor,0,None,0,1,270,3,Wednesday,25,June,36.9,
2024-06-20,MILK500ML,Toned Milk 500ml,Milk,324,25,8100,0%,8100.0,Surat,Retail,0,None,0,1,341,4,Thursday,25,June,35.1,
2024-06-20,CURD200G,Fresh Curd 200g,Curd,218,20,4360,0%,4360.0,Ahmedabad,Distributor,0,None,0,0,358,6,Thursday,25,June,35.1,
2024-06-20,GHEE1L,Desi Ghee 1L,Ghee,330,450,148500,5%,141075.0,Rajkot,Retail,1,Discount,0,1,280,1,Thursday,25,June,35.1,
2024-06-20,PANEER250G,Paneer 250g,Paneer,369,90,33210,5%,31549.5,Ahmedabad,Online,1,Discount,0,1,350,7,Thursday,25,June,35.1,
2024-06-20,CHOC100G,Milk Chocolate 100g,Chocolate,374,40,14960,0%,14960.0,Vadodara,Retail,0,None,0,1,308,5,Thursday,25,June,35.1,
2024-06-20,LASSI200ML,Sweet Lassi 200ml,Beverage,313,20,6260,10%,5634.0,Vadodara,Distributor,1,Discount,0,1,390,6,Thursday,25,June,35.1,
2024-06-20,FLAVMILK200,Flavored Milk 200ml,Beverage,296,30,8880,5%,8436.0,Vadodara,Online,1,Discount,0,0,362,3,Thursday,25,June,35.1,
2024-06-20,ICECREAM500,Ice Cream 500ml,Dessert,271,80,21680,5%,20596.0,Surat,Distributor,1,Discount,0,0,378,2,Thursday,25,June,35.1,
2024-06-20,BUTTER250G,Salted Butter 250g,Butter,227,120,27240,0%,27240.0,Ahmedabad,Online,0,None,0,0,258,8,Thursday,25,June,35.1,
2024-06-20,SHRIKHAND250,Shrikhand 250g,Dessert,385,60,23100,10%,20790.0,Ahmedabad,Online,1,Discount,0,1,203,5,Thursday,25,June,35.1,
2024-06-21,MILK500ML,Toned Milk 500ml,Milk,239,25,5975,10%,5377.5,Rajkot,Retail,1,Discount,0,0,255,0,Friday,25,June,44.2,
2024-06-21,CURD200G,Fresh Curd 200g,Curd,363,20,7260,5%,6897.0,Surat,Online,1,Discount,0,1,359,2,Friday,25,June,44.2,
2024-06-21,GHEE1L,Desi Ghee 1L,Ghee,244,450,109800,5%,104310.0,Surat,Online,1,Discount,0,0,233,7,Friday,25,June,44.2,
2024-06-21,PANEER250G,Paneer 250g,Paneer,221,90,19890,5%,18895.5,Vadodara,Retail,1,Discount,0,0,372,5,Friday,25,June,44.2,
2024-06-21,CHOC100G,Milk Chocolate 100g,Chocolate,328,40,13120,5%,12464.0,Rajkot,Online,1,Discount,0,1,305,7,Friday,25,June,44.2,
2024-06-21,LASSI200ML,Sweet Lassi 200ml,Beverage,266,20,5320,10%,4788.0,Vadodara,Distributor,1,Discount,0,0,294,8,Friday,25,June,44.2,
2024-06-21,FLAVMILK200,Flavored Milk 200ml,Beverage,301,30,9030,10%,8127.0,Rajkot,Retail,1,Discount,0,0,288,0,Friday,25,June,44.2,
2024-06-21,ICECREAM500,Ice Cream 500ml,Dessert,352,80,28160,0%,28160.0,Rajkot,Retail,0,None,0,0,316,8,Friday,25,June,44.2,
2024-06-21,BUTTER250G,Salted Butter 250g,Butter,208,120,24960,0%,24960.0,Vadodara,Online,0,None,0,0,385,3,Friday,25,June,44.2,
2024-06-21,SHRIKHAND250,Shrikhand 250g,Dessert,434,60,26040,10%,23436.0,Vadodara,Distributor,1,Discount,0,1,263,7,Friday,25,June,44.2,
2024-06-22,MILK500ML,Toned Milk 500ml,Milk,363,25,9075,10%,8167.5,Ahmedabad,Online,1,Discount,0,1,266,2,Saturday,25,June,39.1,
2024-06-22,CURD200G,Fresh Curd 200g,Curd,183,20,3660,5%,3477.0,Surat,Retail,1,Discount,0,0,283,0,Saturday,25,June,39.1,
2024-06-22,GHEE1L,Desi Ghee 1L,Ghee,307,450,138150,5%,131242.5,Surat,Distributor,1,Discount,0,0,226,1,Saturday,25,June,39.1,
2024-06-22,PANEER250G,Paneer 250g,Paneer,257,90,23130,0%,23130.0,Surat,Retail,0,None,0,0,350,2,Saturday,25,June,39.1,
2024-06-22,CHOC100G,Milk Chocolate 100g,Chocolate,241,40,9640,10%,8676.0,Vadodara,Retail,1,Discount,0,0,237,8,Saturday,25,June,39.1,
2024-06-22,LASSI200ML,Sweet Lassi 200ml,Beverage,324,20,6480,5%,6156.0,Rajkot,Online,1,Discount,0,1,400,5,Saturday,25,June,39.1,
2024-06-22,FLAVMILK200,Flavored Milk 200ml,Beverage,340,30,10200,5%,9690.0,Ahmedabad,Distributor,1,Discount,0,1,374,1,Saturday,25,June,39.1,
2024-06-22,ICECREAM500,Ice Cream 500ml,Dessert,285,80,22800,0%,22800.0,Surat,Online,0,None,0,0,225,6,Saturday,25,June,39.1,
2024-06-22,BUTTER250G,Salted Butter 250g,Butter,283,120,33960,5%,32262.0,Rajkot,Retail,1,Discount,0,0,394,2,Saturday,25,June,39.1,
2024-06-22,SHRIKHAND250,Shrikhand 250g,Dessert,382,60,22920,10%,20628.0,Surat,Online,1,Discount,0,1,277,2,Saturday,25,June,39.1,
2024-06-23,MILK500ML,Toned Milk 500ml,Milk,287,25,7175,5%,6816.25,Surat,Retail,1,Discount,0,0,371,8,Sunday,25,June,34.2,
2024-06-23,CURD200G,Fresh Curd 200g,Curd,264,20,5280,0%,5280.0,Ahmedabad,Online,0,None,0,0,374,6,Sunday,25,June,34.2,
2024-06-23,GHEE1L,Desi Ghee 1L,Ghee,265,450,119250,5%,113287.5,Ahmedabad,Distributor,1,Discount,0,0,303,7,Sunday,25,June,34.2,
2024-06-23,PANEER250G,Paneer 250g,Paneer,301,90,27090,10%,24381.0,Vadodara,Distributor,1,Discount,0,0,214,3,Sunday,25,June,34.2,
2024-06-23,CHOC100G,Milk Chocolate 100g,Chocolate,287,40,11480,0%,11480.0,Surat,Distributor,0,None,0,0,364,2,Sunday,25,June,34.2,
2024-06-23,LASSI200ML,Sweet Lassi 200ml,Beverage,257,20,5140,0%,5140.0,Vadodara,Distributor,0,None,0,0,283,3,Sunday,25,June,34.2,
2024-06-23,FLAVMILK200,Flavored Milk 200ml,Beverage,303,30,9090,10%,8181.0,Ahmedabad,Online,1,Discount,0,0,344,0,Sunday,25,June,34.2,
2024-06-23,ICECREAM500,Ice Cream 500ml,Dessert,309,80,24720,10%,22248.0,Rajkot,Retail,1,Discount,0,0,350,4,Sunday,25,June,34.2,
2024-06-23,BUTTER250G,Salted Butter 250g,Butter,226,120,27120,0%,27120.0,Rajkot,Online,0,None,0,0,383,4,Sunday,25,June,34.2,
2024-06-23,SHRIKHAND250,Shrikhand 250g,Dessert,422,60,25320,5%,24054.0,Rajkot,Online,1,Discount,0,1,334,8,Sunday,25,June,34.2,
2024-06-24,MILK500ML,Toned Milk 500ml,Milk,331,25,8275,0%,8275.0,Ahmedabad,Online,0,None,0,1,235,6,Monday,26,June,41.4,
2024-06-24,CURD200G,Fresh Curd 200g,Curd,214,20,4280,10%,3852.0,Ahmedabad,Retail,1,Discount,0,0,207,3,Monday,26,June,41.4,
2024-06-24,GHEE1L,Desi Ghee 1L,Ghee,239,450,107550,10%,96795.0,Surat,Distributor,1,Discount,0,0,274,5,Monday,26,June,41.4,
2024-06-24,PANEER250G,Paneer 250g,Paneer,245,90,22050,0%,22050.0,Surat,Distributor,0,None,0,0,383,0,Monday,26,June,41.4,
2024-06-24,CHOC100G,Milk Chocolate 100g,Chocolate,298,40,11920,5%,11324.0,Surat,Online,1,Discount,0,0,296,1,Monday,26,June,41.4,
2024-06-24,LASSI200ML,Sweet Lassi 200ml,Beverage,306,20,6120,5%,5814.0,Rajkot,Retail,1,Discount,0,0,342,8,Monday,26,June,41.4,
2024-06-24,FLAVMILK200,Flavored Milk 200ml,Beverage,209,30,6270,10%,5643.0,Rajkot,Retail,1,Discount,0,0,223,1,Monday,26,June,41.4,
2024-06-24,ICECREAM500,Ice Cream 500ml,Dessert,318,80,25440,10%,22896.0,Rajkot,Online,1,Discount,0,0,365,5,Monday,26,June,41.4,
2024-06-24,BUTTER250G,Salted Butter 250g,Butter,183,120,21960,10%,19764.0,Ahmedabad,Online,1,Discount,0,0,225,8,Monday,26,June,41.4,
2024-06-24,SHRIKHAND250,Shrikhand 250g,Dessert,399,60,23940,0%,23940.0,Rajkot,Retail,0,None,0,1,258,3,Monday,26,June,41.4,
2024-06-25,MILK500ML,Toned Milk 500ml,Milk,200,25,5000,5%,4750.0,Ahmedabad,Online,1,Discount,0,0,215,4,Tuesday,26,June,34.4,
2024-06-25,CURD200G,Fresh Curd 200g,Curd,313,20,6260,5%,5947.0,Vadodara,Retail,1,Discount,0,1,232,4,Tuesday,26,June,34.4,
2024-06-25,GHEE1L,Desi Ghee 1L,Ghee,254,450,114300,5%,108585.0,Vadodara,Retail,1,Discount,0,0,276,7,Tuesday,26,June,34.4,
2024-06-25,PANEER250G,Paneer 250g,Paneer,292,90,26280,10%,23652.0,Rajkot,Distributor,1,Discount,0,0,366,2,Tuesday,26,June,34.4,
2024-06-25,CHOC100G,Milk Chocolate 100g,Chocolate,267,40,10680,0%,10680.0,Vadodara,Retail,0,None,0,0,235,2,Tuesday,26,June,34.4,
2024-06-25,LASSI200ML,Sweet Lassi 200ml,Beverage,270,20,5400,0%,5400.0,Rajkot,Distributor,0,None,0,0,255,8,Tuesday,26,June,34.4,
2024-06-25,FLAVMILK200,Flavored Milk 200ml,Beverage,286,30,8580,5%,8151.0,Surat,Distributor,1,Discount,0,0,324,2,Tuesday,26,June,34.4,
2024-06-25,ICECREAM500,Ice Cream 500ml,Dessert,262,80,20960,10%,18864.0,Surat,Online,1,Discount,0,0,349,6,Tuesday,26,June,34.4,
2024-06-25,BUTTER250G,Salted Butter 250g,Butter,209,120,25080,0%,25080.0,Ahmedabad,Online,0,None,0,0,277,2,Tuesday,26,June,34.4,
2024-06-25,SHRIKHAND250,Shrikhand 250g,Dessert,419,60,25140,5%,23883.0,Ahmedabad,Online,1,Discount,0,1,232,6,Tuesday,26,June,34.4,
2024-06-26,MILK500ML,Toned Milk 500ml,Milk,320,25,8000,10%,7200.0,Rajkot,Retail,1,Discount,0,1,354,6,Wednesday,26,June,37.0,
2024-06-26,CURD200G,Fresh Curd 200g,Curd,334,20,6680,10%,6012.0,Rajkot,Online,1,Discount,0,1,347,3,Wednesday,26,June,37.0,
2024-06-26,GHEE1L,Desi Ghee 1L,Ghee,212,450,95400,10%,85860.0,Vadodara,Online,1,Discount,0,0,376,2,Wednesday,26,June,37.0,
2024-06-26,PANEER250G,Paneer 250g,Paneer,289,90,26010,5%,24709.5,Vadodara,Distributor,1,Discount,0,0,285,4,Wednesday,26,June,37.0,
2024-06-26,CHOC100G,Milk Chocolate 100g,Chocolate,259,40,10360,10%,9324.0,Ahmedabad,Online,1,Discount,0,0,251,8,Wednesday,26,June,37.0,
2024-06-26,LASSI200ML,Sweet Lassi 200ml,Beverage,279,20,5580,10%,5022.0,Rajkot,Online,1,Discount,0,0,253,6,Wednesday,26,June,37.0,
2024-06-26,FLAVMILK200,Flavored Milk 200ml,Beverage,235,30,7050,10%,6345.0,Ahmedabad,Distributor,1,Discount,0,0,368,4,Wednesday,26,June,37.0,
2024-06-26,ICECREAM500,Ice Cream 500ml,Dessert,353,80,28240,10%,25416.0,Vadodara,Retail,1,Discount,0,0,353,8,Wednesday,26,June,37.0,
2024-06-26,BUTTER250G,Salted Butter 250g,Butter,276,120,33120,5%,31464.0,Vadodara,Distributor,1,Discount,0,0,281,2,Wednesday,26,June,37.0,
2024-06-26,SHRIKHAND250,Shrikhand 250g,Dessert,340,60,20400,0%,20400.0,Rajkot,Distributor,0,None,0,0,204,1,Wednesday,26,June,37.0,
2024-06-27,MILK500ML,Toned Milk 500ml,Milk,293,25,7325,5%,6958.75,Vadodara,Retail,1,Discount,0,0,312,3,Thursday,26,June,39.4,
2024-06-27,CURD200G,Fresh Curd 200g,Curd,309,20,6180,10%,5562.0,Rajkot,Online,1,Discount,0,0,382,7,Thursday,26,June,39.4,
2024-06-27,GHEE1L,Desi Ghee 1L,Ghee,295,450,132750,0%,132750.0,Vadodara,Retail,0,None,0,0,387,8,Thursday,26,June,39.4,
2024-06-27,PANEER250G,Paneer 250g,Paneer,273,90,24570,5%,23341.5,Rajkot,Online,1,Discount,0,0,394,8,Thursday,26,June,39.4,
2024-06-27,CHOC100G,Milk Chocolate 100g,Chocolate,296,40,11840,5%,11248.0,Surat,Online,1,Discount,0,0,204,2,Thursday,26,June,39.4,
2024-06-27,LASSI200ML,Sweet Lassi 200ml,Beverage,246,20,4920,0%,4920.0,Surat,Retail,0,None,0,0,267,3,Thursday,26,June,39.4,
2024-06-27,FLAVMILK200,Flavored Milk 200ml,Beverage,256,30,7680,0%,7680.0,Vadodara,Distributor,0,None,0,0,381,8,Thursday,26,June,39.4,
2024-06-27,ICECREAM500,Ice Cream 500ml,Dessert,324,80,25920,5%,24624.0,Ahmedabad,Distributor,1,Discount,0,0,252,8,Thursday,26,June,39.4,
2024-06-27,BUTTER250G,Salted Butter 250g,Butter,300,120,36000,5%,34200.0,Ahmedabad,Distributor,1,Discount,0,0,270,8,Thursday,26,June,39.4,
2024-06-27,SHRIKHAND250,Shrikhand 250g,Dessert,320,60,19200,10%,17280.0,Rajkot,Online,1,Discount,0,0,323,1,Thursday,26,June,39.4,
2024-06-28,MILK500ML,Toned Milk 500ml,Milk,275,25,6875,0%,6875.0,Vadodara,Retail,0,None,0,0,374,2,Friday,26,June,29.1,
2024-06-28,CURD200G,Fresh Curd 200g,Curd,267,20,5340,5%,5073.0,Surat,Retail,1,Discount,0,0,235,0,Friday,26,June,29.1,
2024-06-28,GHEE1L,Desi Ghee 1L,Ghee,323,450,145350,0%,145350.0,Ahmedabad,Distributor,0,None,0,1,219,7,Friday,26,June,29.1,
2024-06-28,PANEER250G,Paneer 250g,Paneer,241,90,21690,0%,21690.0,Rajkot,Online,0,None,0,0,231,0,Friday,26,June,29.1,
2024-06-28,CHOC100G,Milk Chocolate 100g,Chocolate,306,40,12240,10%,11016.0,Rajkot,Distributor,1,Discount,0,0,274,8,Friday,26,June,29.1,
2024-06-28,LASSI200ML,Sweet Lassi 200ml,Beverage,288,20,5760,10%,5184.0,Surat,Distributor,1,Discount,0,0,214,7,Friday,26,June,29.1,
2024-06-28,FLAVMILK200,Flavored Milk 200ml,Beverage,249,30,7470,10%,6723.0,Surat,Distributor,1,Discount,0,0,296,6,Friday,26,June,29.1,
2024-06-28,ICECREAM500,Ice Cream 500ml,Dessert,323,80,25840,0%,25840.0,Vadodara,Online,0,None,0,0,294,1,Friday,26,June,29.1,
2024-06-28,BUTTER250G,Salted Butter 250g,Butter,296,120,35520,5%,33744.0,Surat,Retail,1,Discount,0,0,391,3,Friday,26,June,29.1,
2024-06-28,SHRIKHAND250,Shrikhand 250g,Dessert,368,60,22080,0%,22080.0,Surat,Retail,0,None,0,0,291,3,Friday,26,June,29.1,
2024-06-29,MILK500ML,Toned Milk 500ml,Milk,247,25,6175,5%,5866.25,Rajkot,Distributor,1,Discount,0,0,219,0,Saturday,26,June,35.0,
2024-06-29,CURD200G,Fresh Curd 200g,Curd,238,20,4760,10%,4284.0,Vadodara,Online,1,Discount,0,0,276,6,Saturday,26,June,35.0,
2024-06-29,GHEE1L,Desi Ghee 1L,Ghee,220,450,99000,10%,89100.0,Rajkot,Retail,1,Discount,0,0,334,7,Saturday,26,June,35.0,
2024-06-29,PANEER250G,Paneer 250g,Paneer,318,90,28620,0%,28620.0,Rajkot,Distributor,0,None,0,1,394,3,Saturday,26,June,35.0,
2024-06-29,CHOC100G,Milk Chocolate 100g,Chocolate,307,40,12280,0%,12280.0,Ahmedabad,Online,0,None,0,0,361,5,Saturday,26,June,35.0,
2024-06-29,LASSI200ML,Sweet Lassi 200ml,Beverage,404,20,8080,10%,7272.0,Ahmedabad,Retail,1,Discount,0,1,309,2,Saturday,26,June,35.0,
2024-06-29,FLAVMILK200,Flavored Milk 200ml,Beverage,258,30,7740,5%,7353.0,Vadodara,Distributor,1,Discount,0,0,213,5,Saturday,26,June,35.0,
2024-06-29,ICECREAM500,Ice Cream 500ml,Dessert,295,80,23600,10%,21240.0,Rajkot,Distributor,1,Discount,0,0,272,0,Saturday,26,June,35.0,
2024-06-29,BUTTER250G,Salted Butter 250g,Butter,224,120,26880,5%,25536.0,Rajkot,Online,1,Discount,0,0,254,5,Saturday,26,June,35.0,
2024-06-29,SHRIKHAND250,Shrikhand 250g,Dessert,349,60,20940,0%,20940.0,Ahmedabad,Distributor,0,None,0,0,399,5,Saturday,26,June,35.0,
2024-06-30,MILK500ML,Toned Milk 500ml,Milk,312,25,7800,5%,7410.0,Surat,Online,1,Discount,0,1,338,3,Sunday,26,June,34.0,
2024-06-30,CURD200G,Fresh Curd 200g,Curd,269,20,5380,5%,5111.0,Surat,Distributor,1,Discount,0,0,336,1,Sunday,26,June,34.0,
2024-06-30,GHEE1L,Desi Ghee 1L,Ghee,214,450,96300,0%,96300.0,Rajkot,Distributor,0,None,0,0,315,6,Sunday,26,June,34.0,
2024-06-30,PANEER250G,Paneer 250g,Paneer,225,90,20250,10%,18225.0,Rajkot,Retail,1,Discount,0,0,319,6,Sunday,26,June,34.0,
2024-06-30,CHOC100G,Milk Chocolate 100g,Chocolate,226,40,9040,0%,9040.0,Vadodara,Retail,0,None,0,0,350,0,Sunday,26,June,34.0,
2024-06-30,LASSI200ML,Sweet Lassi 200ml,Beverage,320,20,6400,10%,5760.0,Vadodara,Retail,1,Discount,0,1,220,5,Sunday,26,June,34.0,
2024-06-30,FLAVMILK200,Flavored Milk 200ml,Beverage,214,30,6420,10%,5778.0,Vadodara,Retail,1,Discount,0,0,252,6,Sunday,26,June,34.0,
2024-06-30,ICECREAM500,Ice Cream 500ml,Dessert,320,80,25600,10%,23040.0,Ahmedabad,Online,1,Discount,0,0,299,1,Sunday,26,June,34.0,
2024-06-30,BUTTER250G,Salted Butter 250g,Butter,249,120,29880,0%,29880.0,Rajkot,Online,0,None,0,0,333,1,Sunday,26,June,34.0,
2024-06-30,SHRIKHAND250,Shrikhand 250g,Dessert,332,60,19920,10%,17928.0,Surat,Distributor,1,Discount,0,0,215,2,Sunday,26,June,34.0,
2024-07-01,MILK500ML,Toned Milk 500ml,Milk,221,25,5525,10%,4972.5,Rajkot,Online,1,Discount,0,0,263,0,Monday,27,July,30.6,
2024-07-01,CURD200G,Fresh Curd 200g,Curd,261,20,5220,5%,4959.0,Ahmedabad,Online,1,Discount,0,0,212,2,Monday,27,July,30.6,
2024-07-01,GHEE1L,Desi Ghee 1L,Ghee,246,450,110700,10%,99630.0,Surat,Distributor,1,Discount,0,0,321,4,Monday,27,July,30.6,
2024-07-01,PANEER250G,Paneer 250g,Paneer,244,90,21960,10%,19764.0,Rajkot,Online,1,Discount,0,0,283,8,Monday,27,July,30.6,
2024-07-01,CHOC100G,Milk Chocolate 100g,Chocolate,289,40,11560,0%,11560.0,Surat,Retail,0,None,0,0,350,8,Monday,27,July,30.6,
2024-07-01,LASSI200ML,Sweet Lassi 200ml,Beverage,305,20,6100,10%,5490.0,Ahmedabad,Online,1,Discount,0,0,278,1,Monday,27,July,30.6,
2024-07-01,FLAVMILK200,Flavored Milk 200ml,Beverage,212,30,6360,0%,6360.0,Ahmedabad,Distributor,0,None,0,0,399,3,Monday,27,July,30.6,
2024-07-01,ICECREAM500,Ice Cream 500ml,Dessert,339,80,27120,0%,27120.0,Ahmedabad,Distributor,0,None,0,0,219,6,Monday,27,July,30.6,
2024-07-01,BUTTER250G,Salted Butter 250g,Butter,282,120,33840,10%,30456.0,Surat,Online,1,Discount,0,0,348,7,Monday,27,July,30.6,
2024-07-01,SHRIKHAND250,Shrikhand 250g,Dessert,442,60,26520,0%,26520.0,Ahmedabad,Online,0,None,0,1,236,4,Monday,27,July,30.6,
2024-07-02,MILK500ML,Toned Milk 500ml,Milk,277,25,6925,5%,6578.75,Ahmedabad,Distributor,1,Discount,0,0,335,3,Tuesday,27,July,40.6,
2024-07-02,CURD200G,Fresh Curd 200g,Curd,254,20,5080,0%,5080.0,Ahmedabad,Distributor,0,None,0,0,326,8,Tuesday,27,July,40.6,
2024-07-02,GHEE1L,Desi Ghee 1L,Ghee,269,450,121050,10%,108945.0,Surat,Online,1,Discount,0,0,381,6,Tuesday,27,July,40.6,
2024-07-02,PANEER250G,Paneer 250g,Paneer,280,90,25200,5%,23940.0,Surat,Distributor,1,Discount,0,0,239,6,Tuesday,27,July,40.6,
2024-07-02,CHOC100G,Milk Chocolate 100g,Chocolate,227,40,9080,5%,8626.0,Surat,Online,1,Discount,0,0,301,1,Tuesday,27,July,40.6,
2024-07-02,LASSI200ML,Sweet Lassi 200ml,Beverage,293,20,5860,10%,5274.0,Vadodara,Online,1,Discount,0,0,292,8,Tuesday,27,July,40.6,
2024-07-02,FLAVMILK200,Flavored Milk 200ml,Beverage,342,30,10260,5%,9747.0,Surat,Distributor,1,Discount,0,1,351,7,Tuesday,27,July,40.6,
2024-07-02,ICECREAM500,Ice Cream 500ml,Dessert,266,80,21280,0%,21280.0,Ahmedabad,Distributor,0,None,0,0,343,4,Tuesday,27,July,40.6,
2024-07-02,BUTTER250G,Salted Butter 250g,Butter,279,120,33480,0%,33480.0,Vadodara,Retail,0,None,0,0,360,8,Tuesday,27,July,40.6,
2024-07-02,SHRIKHAND250,Shrikhand 250g,Dessert,221,60,13260,10%,11934.0,Ahmedabad,Distributor,1,Discount,0,0,207,5,Tuesday,27,July,40.6,
2024-07-03,MILK500ML,Toned Milk 500ml,Milk,288,25,7200,10%,6480.0,Surat,Distributor,1,Discount,0,0,217,2,Wednesday,27,July,36.1,
2024-07-03,CURD200G,Fresh Curd 200g,Curd,221,20,4420,5%,4199.0,Vadodara,Online,1,Discount,0,0,343,8,Wednesday,27,July,36.1,
2024-07-03,GHEE1L,Desi Ghee 1L,Ghee,266,450,119700,10%,107730.0,Vadodara,Distributor,1,Discount,0,0,295,5,Wednesday,27,July,36.1,
2024-07-03,PANEER250G,Paneer 250g,Paneer,244,90,21960,5%,20862.0,Rajkot,Retail,1,Discount,0,0,289,4,Wednesday,27,July,36.1,
2024-07-03,CHOC100G,Milk Chocolate 100g,Chocolate,301,40,12040,0%,12040.0,Rajkot,Distributor,0,None,0,0,311,0,Wednesday,27,July,36.1,
2024-07-03,LASSI200ML,Sweet Lassi 200ml,Beverage,218,20,4360,0%,4360.0,Rajkot,Online,0,None,0,0,368,8,Wednesday,27,July,36.1,
2024-07-03,FLAVMILK200,Flavored Milk 200ml,Beverage,294,30,8820,10%,7938.0,Surat,Distributor,1,Discount,0,0,283,4,Wednesday,27,July,36.1,
2024-07-03,ICECREAM500,Ice Cream 500ml,Dessert,289,80,23120,5%,21964.0,Rajkot,Distributor,1,Discount,0,0,241,1,Wednesday,27,July,36.1,
2024-07-03,BUTTER250G,Salted Butter 250g,Butter,279,120,33480,5%,31806.0,Vadodara,Online,1,Discount,0,0,227,8,Wednesday,27,July,36.1,
2024-07-03,SHRIKHAND250,Shrikhand 250g,Dessert,381,60,22860,5%,21717.0,Rajkot,Online,1,Discount,0,1,250,5,Wednesday,27,July,36.1,
2024-07-04,MILK500ML,Toned Milk 500ml,Milk,271,25,6775,0%,6775.0,Ahmedabad,Online,0,None,0,0,374,1,Thursday,27,July,32.0,
2024-07-04,CURD200G,Fresh Curd 200g,Curd,253,20,5060,5%,4807.0,Vadodara,Online,1,Discount,0,0,380,7,Thursday,27,July,32.0,
